id,jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,dropout
ST8787,76.43,76.07,39.55,ICSE,73.65,1,Allen,7.6,Low,12th,Urban,Low,No,yes
ST8788,59.61,61.21,61.63,ICSE,87.54,1,Local,9.7,High,PG,Rural,Low,Yes,no
ST8789,74.53,76.87,77.82,ICSE,73.99,2,Local,4.7,Mid,Graduate,Semi-Urban,Low,No,no
ST8790,90.25,54.64,64.47,CBSE,73.03,2,FIITJEE,5.4,Mid,Upto 10th,Semi-Urban,High,No,no
ST8791,80.21,32.16,58.15,ICSE,78.86,1,Allen,4.6,Mid,12th,Urban,Low,Yes,no
ST8792,66.23,59.22,73.29,State,72.3,2,FIITJEE,7.1,Mid,PG,Urban,High,No,no
ST8793,75.6,67.01,78.88,ICSE,83.11,2,Local,6.2,Mid,12th,Rural,Medium,Yes,no
ST8794,68.63,61.59,70.53,CBSE,94.79,1,FIITJEE,2.4,High,Graduate,Rural,Low,Yes,no
ST8795,72.11,47.46,58.39,ICSE,96.91,2,FIITJEE,3.3,High,Graduate,Urban,Medium,No,no
ST8796,67.44,36.95,73.47,CBSE,75.97,1,No Coaching,2.5,High,Upto 10th,Semi-Urban,Medium,Yes,no
ST8797,69.7,57.77,63.18,CBSE,78.37,1,No Coaching,9.9,Mid,Graduate,Semi-Urban,High,No,no
ST8798,74.97,80.36,76.94,ICSE,90.79,2,Local,5.8,Low,Graduate,Semi-Urban,Medium,Yes,no
ST8799,58.09,86.1,85.8,State,73.5,1,Allen,3.3,Low,PG,Semi-Urban,Medium,No,no
ST8800,57.78,85,36.73,State,81.79,1,Local,3.1,Mid,Graduate,Semi-Urban,Low,No,no
ST8801,52.56,52.95,69.33,ICSE,63.65,1,Allen,6.1,High,Graduate,Urban,Medium,No,no
ST8802,49.6,47.54,47.17,CBSE,71.89,1,No Coaching,6.3,Low,Graduate,Rural,Low,Yes,yes
ST8803,54.96,73.95,97.3,ICSE,86.56,2,Allen,6.1,Low,Upto 10th,Rural,Medium,No,yes
ST8804,74.23,76.16,62.38,CBSE,67.82,1,FIITJEE,3.6,High,PG,Urban,High,No,no
ST8805,59.5,72.4,76.96,CBSE,73.72,2,FIITJEE,5.1,Mid,PG,Semi-Urban,Medium,Yes,no
ST8806,79.19,33.77,67.58,CBSE,59.26,2,No Coaching,4.7,Mid,12th,Urban,High,No,no
ST8807,72.49,52.13,58.36,State,95.06,2,Local,2.6,Mid,Graduate,Rural,Low,No,no
ST8808,44.44,65.52,56.94,State,87.63,1,Allen,2.6,Mid,12th,Rural,Low,Yes,no
ST8809,81.17,73.8,87.03,ICSE,76.88,2,Local,5.3,Mid,12th,Rural,Medium,No,no
ST8810,83.35,78.28,79.47,State,80.08,2,Allen,4.9,Low,Graduate,Rural,Medium,No,yes
ST8811,58.09,68.31,91.32,CBSE,78.96,2,No Coaching,5.6,High,PG,Urban,Low,Yes,no
ST8812,77.88,71.29,68.67,CBSE,88.84,2,FIITJEE,6.1,Low,Graduate,Semi-Urban,Low,Yes,no
ST8813,60.01,67.36,71.46,ICSE,69.81,2,FIITJEE,7.5,Low,12th,Semi-Urban,Low,Yes,yes
ST8814,73.37,76.97,64.79,CBSE,82.32,2,Allen,2.9,Low,Upto 10th,Urban,High,No,no
ST8815,54.3,71.01,64.56,ICSE,85.77,2,Local,5.8,High,12th,Semi-Urban,Medium,Yes,no
ST8816,46.9,67.05,55.5,ICSE,87.15,1,No Coaching,6,Low,PG,Semi-Urban,Low,Yes,no
ST8817,66.64,61.71,69.01,CBSE,52.41,1,No Coaching,3.9,Low,Upto 10th,Semi-Urban,Low,Yes,no
ST8818,70.27,67.3,58.53,State,69.01,2,Local,4.7,Mid,12th,Semi-Urban,Medium,No,no
ST8819,66.43,73.75,73.3,CBSE,64.81,2,FIITJEE,3.9,High,Graduate,Rural,Medium,Yes,no
ST8820,55.42,70.28,70.04,CBSE,76.5,1,Local,8.7,Mid,PG,Semi-Urban,High,Yes,no
ST8821,66.4,72.09,71.45,ICSE,54.84,2,FIITJEE,4.7,Mid,Upto 10th,Urban,Low,Yes,no
ST8822,75.77,87.48,88.1,State,54.54,2,Allen,5.4,Low,PG,Rural,Medium,No,yes
ST8823,71.37,70.24,67.55,ICSE,96.7,1,No Coaching,4,Mid,12th,Rural,High,Yes,no
ST8824,74.56,55.62,77.08,CBSE,81.18,2,Allen,3.5,Low,PG,Urban,Low,Yes,no
ST8825,62.62,80.14,92.62,ICSE,76.21,2,Local,1.9,Mid,Upto 10th,Semi-Urban,High,No,yes
ST8826,88.4,44.14,83.68,ICSE,78.64,2,Local,6.7,High,Graduate,Rural,Medium,No,no
ST8827,55.53,48.7,81.84,CBSE,76.46,2,Allen,6,High,Upto 10th,Urban,High,Yes,no
ST8828,78.83,71.37,64.32,ICSE,84.97,1,Local,3.9,Mid,PG,Urban,Low,Yes,no
ST8829,88.55,74.26,70.76,CBSE,68.68,2,Local,2.7,Low,Graduate,Semi-Urban,Medium,No,no
ST8830,78.73,46.08,52.18,ICSE,76.87,2,Local,4.9,Low,Graduate,Semi-Urban,Low,Yes,yes
ST8831,69.16,59.87,73.99,State,77.27,1,No Coaching,3.5,Low,PG,Urban,High,Yes,no
ST8832,64.6,56.3,71.29,CBSE,64.53,1,No Coaching,4.1,Mid,Upto 10th,Semi-Urban,High,No,no
ST8833,86.51,58.21,68.28,State,87.77,2,FIITJEE,2,Low,Graduate,Urban,High,Yes,no
ST8834,52.08,81.1,80.33,ICSE,70.54,2,No Coaching,4.9,Mid,Graduate,Semi-Urban,Medium,No,no
ST8835,58.42,77.3,53.51,State,85.17,2,Allen,5,High,PG,Semi-Urban,High,No,no
ST8836,66.43,65.69,87.62,State,76.15,2,Allen,6.7,Low,Graduate,Urban,Medium,Yes,yes
ST8837,89.33,57.26,78.82,State,91.34,2,No Coaching,4.2,Mid,Upto 10th,Urban,High,No,no
ST8838,77.32,44.41,67.15,ICSE,64.59,2,Allen,3.8,Low,Graduate,Semi-Urban,High,No,yes
ST8839,58.45,88.72,66.22,CBSE,64.15,2,Local,1.4,Mid,12th,Urban,Medium,Yes,no
ST8840,67.66,75.47,73.77,ICSE,65.94,1,No Coaching,6.7,Low,Graduate,Rural,Medium,Yes,yes
ST8841,63.4,54.69,86.25,ICSE,76.33,1,FIITJEE,6.3,High,12th,Semi-Urban,Medium,No,no
ST8842,62.06,77.51,69.22,ICSE,90.41,2,FIITJEE,4.6,Mid,Upto 10th,Rural,Low,No,no
ST8843,85.7,64.88,69.73,CBSE,90.93,2,No Coaching,1.8,Mid,12th,Rural,High,Yes,yes
ST8844,52.8,61.41,68.22,ICSE,51.9,2,Allen,2.1,High,Graduate,Rural,Low,Yes,no
ST8845,94.52,72.96,89.38,ICSE,77.5,2,No Coaching,3.4,High,Graduate,Urban,High,No,no
ST8846,83.6,54.14,63.57,CBSE,50,2,No Coaching,6.4,Low,PG,Semi-Urban,High,Yes,no
ST8847,87.27,60.5,67.65,CBSE,82.95,2,FIITJEE,5.1,Mid,PG,Semi-Urban,High,No,no
ST8848,65.52,67.94,85.56,CBSE,86.18,1,Local,1.5,Mid,Graduate,Rural,High,Yes,yes
ST8849,69.9,58.01,69.76,State,74.6,1,Local,5.3,Low,Graduate,Urban,Low,No,yes
ST8850,51.94,76.71,81.64,CBSE,75.84,2,No Coaching,2.8,Low,Graduate,Semi-Urban,High,No,no
ST8851,64.65,95.91,57.06,State,75.74,2,FIITJEE,3.5,Mid,Graduate,Semi-Urban,Low,No,no
ST8852,78.91,53.93,65.54,State,67.16,2,FIITJEE,6.4,High,Upto 10th,Semi-Urban,Medium,Yes,no
ST8853,90.14,39.36,85.81,ICSE,79.32,1,No Coaching,6,Low,Graduate,Rural,Low,No,no
ST8854,56.5,33.97,59.88,State,72.69,1,No Coaching,6.7,Mid,12th,Rural,High,Yes,no
ST8855,66.88,63.59,66.18,ICSE,84.3,1,No Coaching,4.5,Low,PG,Rural,Low,Yes,no
ST8856,69.88,55.39,71.08,State,73.86,2,Local,6.3,High,12th,Rural,Low,No,no
ST8857,52.46,69.33,56.13,CBSE,66.39,1,No Coaching,3.3,Mid,12th,Rural,Medium,Yes,no
ST8858,80.28,68.12,63.03,ICSE,59.64,2,FIITJEE,4,Mid,Upto 10th,Semi-Urban,Medium,Yes,no
ST8859,61.86,40.35,69.35,State,56.36,2,No Coaching,3.8,Mid,12th,Rural,Medium,No,no
ST8860,69.26,36.96,68.56,ICSE,88.13,2,FIITJEE,4.5,High,12th,Urban,High,No,no
ST8861,65.67,70.73,83.36,CBSE,70.42,2,FIITJEE,1.9,Low,12th,Rural,Low,Yes,yes
ST8862,60.95,68.17,86.5,State,78.39,1,Allen,4,High,PG,Rural,Low,No,no
ST8863,71.9,59.19,57.73,State,92.83,2,FIITJEE,7.4,High,Upto 10th,Rural,Medium,No,no
ST8864,68.98,39.49,69.34,CBSE,69.37,2,Allen,2.3,High,12th,Semi-Urban,High,No,no
ST8865,66.79,73.54,76.09,State,68.73,1,No Coaching,1.8,Mid,12th,Semi-Urban,High,Yes,yes
ST8866,61.8,86.35,86.2,State,73.68,2,Allen,2,High,Upto 10th,Urban,High,No,no
ST8867,76.47,70.45,76.62,ICSE,75.29,2,Local,9.8,Mid,Graduate,Semi-Urban,Medium,Yes,no
ST8868,95.15,52.44,71.49,State,93.88,2,Local,5.4,Mid,12th,Rural,High,No,no
ST8869,73.96,66.71,76,CBSE,90.66,1,Local,4,Low,PG,Urban,High,Yes,no
ST8870,85.95,44.14,76.09,State,81.21,2,No Coaching,4.6,Low,PG,Urban,High,No,yes
ST8871,52.54,82.93,56.87,ICSE,89.49,2,FIITJEE,5,High,Graduate,Urban,Medium,No,no
ST8872,74.21,67.31,70.31,State,73.22,1,Local,3.2,Mid,12th,Rural,Medium,Yes,no
ST8873,56.64,37.71,85.51,ICSE,77.99,2,Allen,3.5,Mid,Upto 10th,Semi-Urban,Low,No,no
ST8874,51.32,61.19,65.51,State,71.98,2,No Coaching,4.2,Low,Graduate,Semi-Urban,Low,No,yes
ST8875,61.65,73.41,69.55,ICSE,62.1,2,No Coaching,3.1,Mid,PG,Rural,Low,No,no
ST8876,88.69,60.67,65.09,ICSE,87.04,2,Allen,3.7,High,PG,Semi-Urban,Medium,No,no
ST8877,85.3,61.59,40.23,State,80.32,1,Allen,5.2,Mid,Upto 10th,Rural,Low,Yes,no
ST8878,75.4,46.41,68.25,CBSE,75.18,1,No Coaching,2.5,High,Graduate,Rural,High,No,no
ST8879,50.54,75.06,71.62,CBSE,74.98,2,No Coaching,9.7,Low,Upto 10th,Urban,Medium,Yes,yes
ST8880,69.25,55.62,61.85,State,59.94,1,FIITJEE,6,Low,Graduate,Semi-Urban,Medium,Yes,yes
ST8881,76.22,31.5,54.14,State,65.23,2,No Coaching,2,Mid,Graduate,Urban,Low,Yes,no
ST8882,74.46,60.06,57.43,State,78.36,2,Allen,0,Mid,Graduate,Semi-Urban,High,No,yes
ST8883,46.19,81.7,77.17,State,69.71,1,No Coaching,3.1,Low,12th,Rural,High,No,no
ST8884,59.54,59.81,91.67,State,72.82,2,No Coaching,5.9,High,PG,Urban,Medium,Yes,no
ST8885,71.1,93.81,84.59,CBSE,73.95,2,Allen,5.5,High,PG,Rural,Medium,Yes,no
ST8886,79.51,72.86,51.87,ICSE,68.18,2,FIITJEE,4.3,High,PG,Rural,Low,Yes,no
ST8887,41.25,71.42,78.26,ICSE,65.32,2,No Coaching,3.3,Low,Graduate,Urban,High,No,no
ST8888,69.73,63.95,60.04,CBSE,58.88,1,Local,2.7,Low,Graduate,Urban,Medium,Yes,no
ST8889,74,64.91,61.01,CBSE,73.53,1,Local,3.7,Low,12th,Semi-Urban,High,No,no
ST8890,83.89,61.79,62.46,ICSE,81.19,1,Allen,2.5,Mid,PG,Semi-Urban,Medium,Yes,no
ST8891,81.7,61.16,76.47,CBSE,58.56,1,Allen,3.7,Low,PG,Urban,Low,No,no
ST8892,80.16,74.49,79.51,State,74.76,1,Allen,7.2,High,12th,Semi-Urban,Medium,Yes,no
ST8893,60.8,51.03,66.82,CBSE,77.81,2,Local,3,High,PG,Rural,Medium,No,no
ST8894,45.29,48.79,67.03,CBSE,65.1,1,Allen,5.7,Low,Upto 10th,Rural,Medium,No,no
ST8895,66.5,48.03,73.57,CBSE,89.22,1,Local,6,Low,Upto 10th,Rural,Low,No,no
ST8896,86.02,98.73,74.82,CBSE,71.14,2,FIITJEE,2.3,High,12th,Rural,Low,Yes,no
ST8897,91.51,74.49,82.11,ICSE,73.99,2,Allen,2.8,Low,PG,Rural,Low,No,yes
ST8898,81.95,70.87,52.59,ICSE,73.39,2,No Coaching,6.6,Mid,12th,Rural,Medium,Yes,no
ST8899,78.01,49.08,68.24,ICSE,57.29,2,FIITJEE,2.6,Low,12th,Semi-Urban,Medium,No,yes
ST8900,77.31,75.97,55.18,ICSE,85.09,2,Local,4.4,High,12th,Urban,High,No,no
ST8901,64.21,64.13,67.39,State,65.44,1,Allen,8.6,High,PG,Urban,Low,No,no
ST8902,70.18,69.43,65.29,State,72.63,1,No Coaching,6.5,Low,12th,Semi-Urban,Low,No,yes
ST8903,95.37,50.37,67.44,ICSE,80.98,1,Local,4.7,High,PG,Semi-Urban,Medium,Yes,no
ST8904,58.8,68.56,58.4,ICSE,89.61,2,FIITJEE,6.2,Low,Upto 10th,Semi-Urban,Low,No,yes
ST8905,94.61,59.22,50.15,ICSE,64.2,1,No Coaching,4.4,High,12th,Urban,High,Yes,no
ST8906,67.49,53.75,42.87,CBSE,70.54,2,FIITJEE,6.5,High,12th,Semi-Urban,Low,No,no
ST8907,90.56,77.75,66.43,State,88.82,1,Allen,0.4,High,PG,Semi-Urban,Low,No,no
ST8908,52.3,41.4,62.83,State,79.64,2,No Coaching,4.2,Low,Upto 10th,Urban,Low,Yes,yes
ST8909,80.2,75.04,59.89,CBSE,81.71,1,Allen,0.3,Low,PG,Semi-Urban,High,Yes,yes
ST8910,61.69,76.95,83.87,CBSE,64.49,1,Local,4.8,Low,Graduate,Rural,High,Yes,no
ST8911,52.19,51.93,57.69,CBSE,71.21,2,Local,4,Mid,PG,Urban,Low,Yes,no
ST8912,75.06,52.87,85,State,73.32,2,FIITJEE,7.2,Mid,Upto 10th,Urban,High,Yes,no
ST8913,86.13,62.43,87.49,CBSE,66.42,2,Allen,5.9,Mid,Upto 10th,Urban,Medium,Yes,no
ST8914,60.17,70.51,44.59,CBSE,58.25,1,Allen,3.4,High,12th,Semi-Urban,Low,Yes,no
ST8915,51.01,63.55,69.11,CBSE,69.9,2,No Coaching,3.7,High,PG,Urban,High,Yes,no
ST8916,70.71,72.94,63.2,ICSE,88.54,2,Local,5.3,Low,PG,Rural,High,No,no
ST8917,70.78,94.21,33.06,CBSE,75.59,2,Allen,3.4,High,Graduate,Rural,High,Yes,no
ST8918,79.68,57.88,50.66,ICSE,88.74,1,Allen,4.4,Mid,Upto 10th,Urban,Medium,No,no
ST8919,85.29,38.56,77.3,State,76.79,2,Allen,7.1,Mid,PG,Rural,High,Yes,no
ST8920,71.17,79.21,92.23,State,67.35,1,Local,2.8,Low,Graduate,Semi-Urban,Medium,Yes,no
ST8921,97.98,92.93,78.83,State,87.78,1,Local,3.6,High,PG,Urban,Medium,Yes,no
ST8922,75.14,72.28,71.88,ICSE,77.12,1,Local,3.9,High,Upto 10th,Rural,High,Yes,no
ST8923,67.15,48.6,67.74,CBSE,84.62,2,FIITJEE,10,Mid,12th,Semi-Urban,Medium,No,no
ST8924,49.44,64.02,88.19,State,64.32,1,Local,5.7,Low,PG,Urban,High,Yes,yes
ST8925,68.32,48.1,93.78,CBSE,85.39,2,Local,6.8,Mid,Upto 10th,Urban,High,Yes,no
ST8926,67.29,76.29,60.96,ICSE,85.69,2,Local,6,High,Upto 10th,Urban,High,Yes,no
ST8927,85.44,44.38,44,State,77.9,2,No Coaching,6.2,Mid,Upto 10th,Rural,Low,Yes,no
ST8928,78.47,61.2,42.82,CBSE,66.93,1,No Coaching,5.4,Mid,Graduate,Urban,Medium,Yes,no
ST8929,55.49,49.93,83.86,CBSE,74.54,1,Allen,5.2,High,Graduate,Rural,Medium,Yes,no
ST8930,74.41,68.03,67.44,State,81.11,1,No Coaching,1.6,High,12th,Semi-Urban,High,No,yes
ST8931,81.4,60.14,70.2,CBSE,77.35,2,FIITJEE,5.2,High,PG,Semi-Urban,Medium,Yes,no
ST8932,93.39,68.83,46.51,ICSE,81.01,2,FIITJEE,4.3,Mid,Graduate,Semi-Urban,High,No,no
ST8933,84.43,66.36,58.96,State,85.12,1,Allen,5.6,Mid,Graduate,Urban,Medium,No,no
ST8934,82.65,50.21,64.45,State,68.52,1,Allen,4.4,Mid,Graduate,Semi-Urban,Medium,Yes,no
ST8935,72.84,76.03,70.49,State,63.45,2,FIITJEE,6,Low,PG,Rural,High,Yes,yes
ST8936,77.44,65.22,63.22,State,74.62,2,FIITJEE,6.4,Low,12th,Rural,High,Yes,no
ST8937,89.49,50.18,55.55,ICSE,71.7,2,FIITJEE,0,High,12th,Rural,High,No,yes
ST8938,53.34,100,58.59,ICSE,82.86,2,Allen,3.6,Low,12th,Rural,Medium,Yes,yes
ST8939,67.11,73.62,82.5,CBSE,64.26,1,FIITJEE,0.8,High,PG,Rural,Low,No,no
ST8940,61.18,63.55,70.94,ICSE,85.2,1,Allen,5,Mid,PG,Rural,Low,Yes,no
ST8941,77.31,88.64,75.35,CBSE,88.54,2,FIITJEE,3.9,High,12th,Semi-Urban,Medium,Yes,no
ST8942,89.22,95.47,57.21,CBSE,75,1,FIITJEE,7.2,Mid,Upto 10th,Urban,Medium,No,no
ST8943,63.64,63.67,32.55,State,75.61,1,No Coaching,4.9,High,PG,Rural,High,Yes,no
ST8944,38.54,71.56,61.72,CBSE,67.32,2,FIITJEE,3.5,Low,PG,Semi-Urban,High,Yes,yes
ST8945,66.23,50.19,57.6,State,69.57,2,Allen,6.4,Mid,12th,Semi-Urban,High,Yes,no
ST8946,84.79,63.64,72.19,CBSE,70.92,1,FIITJEE,3.9,Mid,12th,Rural,Medium,No,no
ST8947,79.53,62.81,100,ICSE,89.43,2,Local,3.5,Mid,Upto 10th,Semi-Urban,High,No,no
ST8948,77.99,68.96,76.34,State,74.28,1,No Coaching,5.3,Low,Upto 10th,Rural,High,No,no
ST8949,68.08,71.32,100,CBSE,61.78,2,FIITJEE,7.7,Low,Graduate,Urban,Medium,No,yes
ST8950,54.09,74.96,74.83,ICSE,77.55,1,FIITJEE,6.2,Low,Graduate,Rural,Low,Yes,yes
ST8951,79.21,69.8,60.44,ICSE,83.26,2,Local,5.6,Mid,12th,Urban,High,No,no
ST8952,60.32,46.63,72.17,State,74.75,1,Local,10,High,Graduate,Semi-Urban,Low,No,no
ST8953,100,50.98,89.37,State,89.69,2,Local,3,High,PG,Semi-Urban,High,Yes,no
ST8954,79.99,57.26,89.95,State,82.78,2,Local,3,Low,Upto 10th,Rural,High,No,yes
ST8955,63.87,61.48,61.1,CBSE,64.51,2,Local,4.8,High,Graduate,Semi-Urban,High,Yes,no
ST8956,63.44,82.81,71.04,State,69.49,2,Local,7.5,Mid,Graduate,Semi-Urban,Medium,Yes,no
ST8957,70.7,47.39,50.85,ICSE,77.26,2,FIITJEE,2.6,Mid,12th,Urban,Medium,No,no
ST8958,68.65,60.28,77.9,ICSE,58.34,1,Allen,8,Low,Upto 10th,Rural,High,Yes,no
ST8959,87.64,81.25,86.64,State,78.36,1,FIITJEE,1.6,Low,Upto 10th,Rural,High,No,yes
ST8960,74.61,61.2,68.48,State,57.38,2,FIITJEE,4.3,High,Graduate,Urban,Medium,Yes,no
ST8961,61.76,73.37,59.99,ICSE,85.23,1,FIITJEE,4.8,High,PG,Urban,Medium,No,no
ST8962,98.47,63.77,72.32,CBSE,84.07,1,No Coaching,2.7,High,PG,Urban,Low,No,no
ST8963,72.69,70.11,73.01,ICSE,80.05,2,Allen,3.3,Low,PG,Rural,Medium,Yes,yes
ST8964,82.76,62.34,68.97,ICSE,68.24,1,Allen,6.1,Low,PG,Urban,High,No,yes
ST8965,63.48,76.67,70.14,ICSE,76.7,1,No Coaching,7.4,Low,PG,Rural,Medium,No,yes
ST8966,77.08,41.28,65.91,State,69.87,1,Allen,0.3,Mid,Graduate,Urban,Low,No,no
ST8967,76.36,60.19,79.95,CBSE,64.69,1,No Coaching,4.9,High,PG,Semi-Urban,Low,No,no
ST8968,45.54,70.75,76.83,CBSE,71.61,2,FIITJEE,4.3,Low,Graduate,Rural,High,Yes,no
ST8969,100,74.54,56.2,State,81.98,1,Allen,4.7,Low,12th,Rural,Medium,No,no
ST8970,90.07,89.89,55.87,ICSE,75.44,1,FIITJEE,3.9,Low,Graduate,Rural,Low,Yes,yes
ST8971,66.44,59.74,64.95,State,89.51,1,Local,1.9,High,PG,Semi-Urban,Low,Yes,no
ST8972,56.57,89.67,76.84,State,82.66,1,FIITJEE,7.6,High,Graduate,Semi-Urban,Low,Yes,no
ST8973,76.87,55.46,69.78,CBSE,81.59,2,Allen,6.8,Mid,PG,Rural,High,No,no
ST8974,73.21,87.26,60.28,CBSE,58.91,1,FIITJEE,4.3,Mid,12th,Urban,Low,Yes,no
ST8975,76.98,79.08,71.14,State,72.15,2,FIITJEE,3.5,Mid,PG,Rural,Medium,No,no
ST8976,74.68,51.38,64.03,State,64.36,2,No Coaching,3.3,Mid,Upto 10th,Rural,High,Yes,no
ST8977,79.09,70.91,78.57,CBSE,73.17,2,Allen,0,Low,12th,Semi-Urban,Medium,Yes,no
ST8978,92.26,65.18,72,CBSE,68.07,2,FIITJEE,5.2,Mid,Graduate,Semi-Urban,Medium,No,no
ST8979,79.95,76.01,64.22,ICSE,71.22,2,No Coaching,6.1,Low,Graduate,Urban,Low,Yes,no
ST8980,57.3,62.43,70.78,State,85.61,1,Allen,4.8,Low,PG,Urban,High,No,no
ST8981,91.08,61.08,83.78,ICSE,79.75,1,Local,4.3,High,Upto 10th,Rural,High,No,no
ST8982,94.97,87.91,61.16,ICSE,85.07,2,FIITJEE,4.8,Low,12th,Rural,Medium,No,no
ST8983,100,64.42,72.83,ICSE,58.99,2,FIITJEE,2.8,High,Graduate,Urban,High,Yes,no
ST8984,56.27,79.22,67.15,CBSE,75.58,1,FIITJEE,3.5,Mid,PG,Rural,High,No,no
ST8985,75.4,62.39,73.12,ICSE,84.67,1,FIITJEE,4.2,Mid,Upto 10th,Rural,High,No,no
ST8986,42.85,92.67,60.15,CBSE,90.06,2,FIITJEE,5.9,High,Graduate,Urban,High,No,no
ST8987,79.74,55.15,69.32,CBSE,59.52,1,Local,7.3,High,PG,Urban,Low,Yes,no
ST8988,64.33,56.17,81.29,CBSE,71.49,1,Local,4,Mid,PG,Urban,Medium,No,no
ST8989,98.93,90.39,56.76,State,85.34,2,Allen,2.4,Low,Upto 10th,Semi-Urban,Medium,No,no
ST8990,61.16,58.88,52.05,ICSE,73.08,2,Allen,4.6,Low,Graduate,Urban,High,Yes,no
ST8991,48.35,91.62,52.5,CBSE,65.9,2,No Coaching,8.5,High,PG,Semi-Urban,High,Yes,no
ST8992,65.4,80.27,53.95,State,59.5,2,No Coaching,2.6,Low,Graduate,Urban,Medium,No,yes
ST8993,44.34,63.53,75.14,State,65.51,2,No Coaching,6.3,Low,Upto 10th,Urban,Medium,No,no
ST8994,82.52,36.99,51.13,State,58.11,1,Local,7.2,Mid,Upto 10th,Semi-Urban,Low,No,no
ST8995,43.09,65.69,64.43,CBSE,75.58,2,Allen,3.8,High,Graduate,Semi-Urban,High,No,no
ST8996,72.4,67.63,75.42,CBSE,83.96,1,Allen,3.1,Mid,Upto 10th,Rural,Medium,No,no
ST8997,42.91,84.68,73,CBSE,62.39,2,Local,5.6,Low,PG,Rural,Low,Yes,yes
ST8998,67.52,91.42,63.37,State,77.58,2,Allen,5.2,Low,Graduate,Rural,Low,Yes,yes
ST8999,95.01,55.04,70.29,CBSE,83.45,2,FIITJEE,5.9,Mid,PG,Semi-Urban,High,No,no
ST9000,77.05,78.82,69.29,ICSE,74.97,2,Allen,8.6,Low,Graduate,Urban,Low,No,yes
ST9001,59.91,78.25,65.31,CBSE,58.89,2,Allen,4.8,Low,12th,Semi-Urban,Low,No,no
ST9002,71.56,83.17,65.47,CBSE,78.86,2,FIITJEE,2.1,Mid,PG,Urban,Low,No,no
ST9003,72.25,73.98,94.83,ICSE,74.45,1,No Coaching,4.6,Low,PG,Urban,Low,Yes,no
ST9004,78.62,34.92,77.71,CBSE,73.43,2,No Coaching,5,Mid,Graduate,Urban,Low,No,no
ST9005,52.86,63.51,97.77,CBSE,69.53,2,No Coaching,7,High,Graduate,Rural,High,No,no
ST9006,80.3,47.51,62.04,CBSE,75.87,1,Local,4.1,Low,PG,Semi-Urban,High,Yes,yes
ST9007,34.14,62.76,66.98,CBSE,80.1,1,FIITJEE,3.7,Low,Upto 10th,Semi-Urban,High,No,yes
ST9008,63.18,81.68,52.01,State,98.91,2,FIITJEE,1.8,Mid,PG,Rural,High,Yes,yes
ST9009,65.16,70.88,58.29,CBSE,76.12,1,Local,5.6,High,12th,Urban,Medium,No,no
ST9010,80.87,84.37,90.82,ICSE,90.11,1,FIITJEE,10,Low,Upto 10th,Rural,High,No,yes
ST9011,72.32,71.47,61.74,ICSE,78.58,2,Allen,4.1,Low,Upto 10th,Urban,High,Yes,no
ST9012,52.32,45.23,91.03,State,74,2,No Coaching,5.4,High,Graduate,Rural,High,No,no
ST9013,58.21,25.67,53.08,CBSE,76.49,1,FIITJEE,3.4,Low,Graduate,Semi-Urban,Low,No,no
ST9014,74.78,68.38,55.36,ICSE,62.78,2,FIITJEE,1.9,Mid,PG,Rural,Low,No,no
ST9015,70.89,62.58,63.91,State,78.06,1,No Coaching,5.4,High,PG,Semi-Urban,Low,Yes,no
ST9016,63.89,50.37,67.24,CBSE,55.08,1,Local,4.6,High,Graduate,Urban,High,Yes,no
ST9017,65.27,38.79,79.08,State,66.37,1,No Coaching,0,Low,PG,Rural,Medium,No,yes
ST9018,81.75,54.24,73.41,CBSE,76.1,1,Local,7.7,High,Upto 10th,Rural,Medium,Yes,no
ST9019,64.75,62.89,63,State,86.94,2,Local,5.3,High,PG,Rural,High,No,no
ST9020,70.77,76.65,66.4,State,89.31,2,Allen,4.6,High,Upto 10th,Rural,Medium,Yes,no
ST9021,100,69.02,64.17,ICSE,72.63,2,No Coaching,3.7,Low,Graduate,Semi-Urban,Medium,No,no
ST9022,52.07,91.73,57.02,ICSE,76.56,2,FIITJEE,5.3,High,PG,Semi-Urban,High,Yes,no
ST9023,46.07,49.43,57.34,State,84.84,2,Local,5.4,Low,Upto 10th,Rural,Low,No,yes
ST9024,82.97,80.1,80.33,CBSE,61.71,2,Allen,5.3,High,12th,Semi-Urban,Medium,No,no
ST9025,62.5,66.76,46.06,CBSE,79.05,2,No Coaching,6.6,Mid,12th,Rural,Low,Yes,no
ST9026,67.54,77.11,87.41,CBSE,66.72,2,Local,7.1,High,12th,Semi-Urban,High,No,no
ST9027,61.06,59.02,63.88,CBSE,73.28,2,Allen,8.5,High,Upto 10th,Semi-Urban,Low,Yes,no
ST9028,68.36,83.15,58.73,CBSE,70.41,2,FIITJEE,2.8,High,PG,Semi-Urban,Medium,Yes,no
ST9029,94.38,70.72,76.88,ICSE,79.35,2,Local,3.4,Mid,12th,Rural,Low,No,no
ST9030,83.23,55.13,85.82,State,80.5,2,Local,5.2,High,Graduate,Rural,Low,No,no
ST9031,84.07,65.81,81.41,ICSE,83.91,1,FIITJEE,2.9,Mid,Graduate,Semi-Urban,Low,Yes,no
